,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
9576,2,0,0,2,1,0,1,32,2018,9,9,1,0,0,0,135.9,1,0
9577,1,0,0,2,1,0,1,0,2018,2,26,1,0,0,0,85.0,0,1
9578,1,0,1,2,1,0,1,111,2018,10,10,0,0,0,0,120.0,0,0
9579,2,0,1,3,0,0,1,100,2018,9,5,1,0,0,0,91.51,1,1
9580,2,0,0,2,2,0,1,292,2018,7,21,0,0,0,0,115.0,0,1
9581,2,0,2,3,1,0,1,132,2017,10,25,1,0,0,0,89.25,1,0
9582,1,0,0,1,1,0,1,3,2018,4,7,1,0,0,0,76.0,0,0
9583,2,0,0,1,1,0,1,2,2018,3,9,2,0,0,0,40.0,1,0
9584,2,0,0,2,0,0,1,4,2018,3,22,1,0,0,0,89.0,1,0
9585,2,0,1,2,1,0,1,193,2018,6,20,0,0,0,0,120.0,0,1
9586,1,0,0,1,1,0,1,14,2018,8,31,1,0,0,0,124.0,1,0
9587,2,0,1,5,1,0,1,28,2018,11,28,1,0,0,0,88.4,2,0
9588,1,0,2,3,1,0,1,115,2018,2,27,0,0,0,0,76.0,0,0
9589,1,0,0,2,1,0,1,188,2018,6,15,0,0,0,0,130.0,0,1
9590,1,0,1,2,0,0,1,6,2017,10,19,1,0,0,0,87.78,1,0
9591,1,0,0,1,0,0,1,36,2018,12,22,1,0,0,0,77.99,1,0
9592,2,0,1,3,1,0,4,17,2018,12,29,1,0,0,0,125.8,1,0
9593,2,0,1,0,0,0,1,0,2018,8,8,1,0,0,0,93.81,0,0
9594,2,0,1,3,0,0,1,20,2018,8,29,1,0,0,0,112.25,1,0
9595,3,0,0,2,1,0,4,105,2018,9,16,1,0,0,0,168.3,2,0
9596,2,0,2,0,0,0,1,174,2018,7,31,1,0,0,0,94.5,0,1
9597,2,0,0,2,1,1,1,254,2017,10,13,1,0,0,0,98.25,1,1
9598,2,0,1,2,1,0,1,280,2018,9,19,0,0,0,0,110.0,0,1
9599,2,0,0,1,1,0,1,54,2018,11,12,0,0,0,0,72.0,0,0
9600,2,1,2,4,1,0,1,59,2018,7,24,1,0,0,0,90.51,1,0
9601,3,0,0,1,1,0,4,27,2018,2,18,1,0,0,0,127.0,1,0
9602,1,0,1,1,1,0,4,38,2018,2,22,1,0,0,0,91.9,1,0
9603,1,0,1,1,1,0,1,3,2018,2,1,2,1,0,9,66.0,0,0
9604,2,0,0,2,1,0,1,317,2018,9,15,0,0,0,0,120.0,0,1
9605,2,0,2,1,1,0,1,92,2018,6,26,0,0,0,0,80.75,1,0
9606,2,0,0,3,1,0,4,11,2018,6,14,2,0,0,0,90.0,0,1
9607,2,0,2,1,0,0,1,1,2018,4,16,1,0,0,0,89.0,2,0
9608,1,0,0,1,1,0,1,9,2018,10,19,2,1,5,48,65.0,0,0
9609,2,0,0,3,1,0,1,259,2018,5,5,0,0,0,0,90.0,0,1
9610,1,0,1,2,1,0,4,129,2018,5,13,1,0,0,0,121.5,1,0
9611,2,0,1,1,2,0,1,247,2018,6,6,0,0,0,0,115.0,1,1
9612,2,0,0,1,2,0,1,219,2017,9,4,0,0,0,0,108.0,0,1
9613,1,0,0,3,1,0,2,184,2018,10,4,1,0,0,0,101.05,0,1
9614,1,0,0,2,1,0,1,32,2017,11,20,0,0,0,0,73.0,0,0
9615,2,0,1,3,1,0,1,69,2018,9,5,1,0,0,0,135.9,1,0
9616,2,0,1,4,1,0,1,77,2018,4,13,1,0,0,0,75.16,1,0
9617,2,0,1,0,1,0,1,286,2018,10,16,0,0,0,0,90.0,0,1
9618,2,0,0,3,1,0,1,8,2017,9,3,1,0,0,0,117.67,2,0
9619,2,0,1,1,1,0,1,128,2018,11,19,1,0,0,0,90.0,0,1
9620,2,0,0,2,1,0,1,64,2018,5,17,2,0,0,0,140.0,0,1
9621,2,2,2,2,1,0,6,21,2018,11,19,1,0,0,0,147.9,2,0
9622,2,0,0,4,1,0,4,238,2018,9,20,0,0,0,0,107.0,1,1
9623,1,0,0,2,0,0,1,0,2018,3,1,1,0,0,0,89.0,1,0
9624,2,0,0,3,1,0,1,76,2018,4,27,1,0,0,0,106.5,1,1
9625,2,0,0,2,0,0,1,85,2018,10,27,1,0,0,0,80.1,0,1
9626,2,0,0,2,1,0,1,238,2018,9,21,1,0,0,0,126.9,1,1
9627,2,0,2,2,1,0,1,60,2017,10,25,1,0,0,0,89.25,2,0
9628,2,0,3,8,1,0,4,28,2017,10,12,1,0,0,0,107.92,1,0
9629,2,0,0,2,2,0,1,239,2018,6,15,0,0,0,0,112.2,0,1
9630,1,0,0,3,1,0,1,46,2018,3,3,1,0,0,0,73.9,0,1
9631,2,0,1,1,1,0,1,188,2018,8,13,1,0,0,0,105.3,0,1
9632,2,0,2,2,0,0,1,112,2018,7,17,1,0,0,0,94.5,1,0
9633,2,0,2,2,1,1,1,193,2018,8,12,1,0,0,0,108.45,1,1
9634,2,0,0,5,1,0,4,109,2018,8,9,1,0,0,0,127.8,1,0
9635,2,2,0,1,1,0,2,15,2018,3,8,1,0,0,0,83.03,0,1
9636,2,0,0,3,1,0,1,160,2017,12,30,0,0,0,0,130.67,0,0
9637,2,0,0,1,1,0,1,27,2018,6,9,0,0,0,0,120.0,0,0
9638,1,0,0,1,1,0,1,13,2018,6,23,1,0,0,0,95.0,1,0
9639,2,0,1,2,1,0,1,280,2018,9,19,0,0,0,0,110.0,0,1
9640,2,0,1,2,1,0,1,75,2017,11,16,1,0,0,0,52.85,1,0
9641,2,0,1,3,0,0,1,42,2018,4,28,1,0,0,0,109.31,1,0
9642,2,0,1,2,1,0,1,101,2018,4,4,0,0,0,0,80.0,0,1
9643,2,0,2,2,1,0,1,9,2018,12,4,1,0,0,0,88.4,2,0
9644,2,0,0,3,0,0,1,58,2018,12,15,1,0,0,0,79.2,0,1
9645,2,0,0,2,1,0,1,29,2018,10,5,1,0,0,0,152.0,2,0
9646,1,0,0,2,0,0,1,180,2018,10,28,1,0,0,0,80.1,0,1
9647,2,0,2,4,1,0,1,160,2018,4,27,0,0,0,0,90.0,0,1
9648,1,0,0,3,1,0,4,11,2018,6,14,2,0,0,0,90.0,0,0
9649,1,0,3,5,1,0,1,2,2017,8,9,1,0,0,0,80.0,1,0
9650,2,1,0,3,1,0,1,280,2018,12,6,1,0,0,0,94.5,2,1
9651,2,0,0,3,1,0,1,12,2017,8,5,2,0,0,0,65.0,0,0
9652,2,0,2,2,1,0,1,123,2018,11,6,1,0,0,0,151.43,1,0
9653,2,0,2,3,1,0,4,16,2018,4,8,1,0,0,0,131.2,0,1
9654,2,0,0,1,1,0,1,10,2017,11,3,1,0,0,0,82.39,1,0
9655,1,0,0,2,1,0,4,0,2017,8,11,4,0,0,0,0.0,2,0
9656,2,0,2,5,0,0,1,168,2018,7,2,1,0,0,0,62.18,1,0
9657,2,1,0,2,1,0,1,156,2018,8,23,1,0,0,0,121.5,0,1
9658,1,0,2,4,1,0,1,2,2018,11,25,1,0,0,0,91.38,0,0
9659,2,0,2,1,1,0,1,221,2017,10,17,0,0,0,0,65.0,0,0
9660,1,0,0,2,1,0,1,12,2018,12,8,2,1,0,7,67.0,1,0
9661,2,0,1,3,1,0,1,42,2018,4,21,1,0,0,0,103.84,1,0
9662,2,0,0,2,0,0,1,36,2018,10,20,1,0,0,0,119.5,2,0
9663,2,0,0,2,1,0,4,11,2017,12,11,4,0,0,0,0.0,1,0
9664,1,0,1,0,1,0,4,21,2018,2,29,1,0,0,0,117.0,0,0
9665,1,0,2,0,1,0,1,4,2017,9,20,0,0,0,0,111.2,0,0
9666,1,0,2,1,1,0,1,26,2018,10,2,1,0,0,0,147.0,0,1
9667,2,0,2,5,2,0,4,51,2018,7,21,0,0,0,0,87.3,0,0
9668,2,0,2,3,1,0,1,1,2017,9,11,1,0,0,0,148.8,1,0
9669,1,0,0,3,1,0,1,159,2018,5,26,1,0,0,0,119.85,1,1
9670,1,0,1,0,1,1,1,5,2018,11,7,2,1,0,4,67.0,1,0
9671,1,0,0,2,1,0,1,103,2018,4,19,0,0,0,0,115.0,0,1
9672,2,0,1,1,0,0,1,3,2018,1,9,1,0,0,0,67.5,0,0
9673,2,0,2,1,1,0,4,3,2017,10,18,1,0,0,0,136.0,0,0
9674,2,0,2,3,1,0,1,40,2018,3,5,1,0,0,0,83.9,1,0
9675,1,0,0,5,1,0,1,74,2018,3,29,1,0,0,0,72.25,0,1
9676,2,0,2,6,1,0,1,47,2018,12,2,1,0,0,0,88.4,1,0
9677,2,0,2,5,1,0,1,192,2018,8,18,1,0,0,0,99.45,1,1
9678,2,0,2,3,1,0,1,171,2018,8,11,0,0,0,0,72.25,2,0
9679,2,0,2,2,1,0,2,190,2018,5,6,1,0,0,0,100.3,0,1
9680,1,0,0,3,1,0,1,6,2018,5,31,1,0,0,0,125.0,0,1
9681,3,0,0,3,1,0,4,114,2018,7,7,1,0,0,0,146.7,1,0
9682,2,0,0,1,1,1,6,36,2018,4,8,1,0,0,0,103.95,0,0
9683,2,0,1,2,1,0,1,189,2018,10,28,1,0,0,0,96.3,4,0
9684,1,0,2,3,1,0,1,0,2017,9,20,4,0,0,0,0.0,1,0
9685,2,0,0,2,1,0,1,27,2018,7,8,1,0,0,0,151.0,1,0
9686,2,0,2,2,1,0,1,60,2018,7,9,1,0,0,0,112.95,1,0
9687,2,0,0,2,2,0,1,74,2017,9,18,0,0,0,0,109.0,0,0
9688,2,1,0,1,1,0,1,84,2017,7,25,1,0,0,0,94.0,2,0
9689,3,0,1,1,1,0,4,28,2018,10,8,1,0,0,0,121.47,0,0
9690,2,0,1,5,2,0,1,94,2018,3,28,0,0,0,0,110.75,1,0
9691,2,0,0,2,1,0,1,0,2017,9,8,0,0,0,0,110.4,0,0
9692,2,0,0,2,2,0,1,292,2018,7,21,0,0,0,0,109.0,0,1
9693,3,0,1,3,1,0,4,133,2018,10,31,1,0,0,0,122.63,0,1
9694,2,0,0,2,2,0,1,39,2017,8,14,0,0,0,0,101.5,0,0
9695,1,0,0,2,1,0,1,14,2017,10,15,0,0,0,0,100.0,0,0
9696,2,0,2,2,1,1,1,90,2018,4,9,1,0,0,0,95.7,1,0
9697,2,0,1,3,1,0,1,322,2018,5,19,0,0,0,0,80.0,0,1
9698,2,0,0,2,2,0,1,265,2018,6,24,0,0,0,0,115.0,1,1
9699,2,0,2,4,1,0,1,166,2018,11,12,1,0,0,0,87.5,3,0
9700,2,0,1,3,0,0,1,0,2017,8,6,1,0,0,0,81.0,0,0
9701,2,0,3,7,1,0,1,87,2017,7,10,1,0,0,0,58.9,1,1
9702,3,0,1,1,1,0,4,53,2018,7,9,1,0,0,0,148.5,0,1
9703,1,0,0,1,1,0,1,4,2018,12,16,0,0,0,0,70.0,0,0
9704,1,0,0,1,1,0,5,0,2017,8,26,1,0,0,0,0.0,1,0
9705,2,2,0,1,1,0,6,219,2018,8,18,1,0,0,0,168.3,2,1
9706,2,0,1,1,1,0,5,28,2018,10,8,1,0,0,0,171.87,0,0
9707,2,0,2,2,1,0,1,145,2017,8,15,1,0,0,0,76.5,1,0
9708,2,0,2,2,1,0,1,226,2018,10,29,0,0,0,0,70.0,1,0
9709,2,0,1,0,1,0,1,6,2018,6,5,1,0,0,0,121.0,1,0
9710,2,0,2,3,1,0,1,48,2018,12,4,1,0,0,0,88.4,1,0
9711,1,0,0,3,1,0,1,4,2017,10,6,2,0,0,0,65.0,0,0
9712,2,0,1,1,0,0,1,184,2018,8,13,1,0,0,0,94.5,0,1
9713,2,0,2,5,1,0,1,8,2018,11,4,1,0,0,0,113.6,1,0
9714,1,0,0,2,2,0,1,273,2017,7,17,0,0,0,0,87.0,0,0
9715,1,0,2,1,1,1,1,3,2018,3,13,2,0,0,0,69.0,0,0
9716,2,0,1,2,1,0,1,57,2018,6,10,0,0,0,0,90.67,1,0
9717,1,0,0,1,1,0,1,8,2018,12,14,2,0,0,0,79.0,0,0
9718,2,0,0,3,0,0,1,16,2018,3,3,1,0,0,0,84.33,0,1
9719,2,0,0,1,1,0,1,14,2018,5,27,0,0,0,0,73.0,0,0
9720,2,0,1,0,1,0,1,286,2018,10,16,0,0,0,0,90.0,0,1
9721,2,0,0,1,1,0,1,92,2018,11,11,0,0,0,0,90.0,0,0
9722,1,0,0,2,0,0,1,21,2018,9,15,1,0,0,0,139.0,2,0
9723,3,0,1,1,1,0,4,35,2018,4,18,1,0,0,0,137.7,2,0
9724,2,0,2,5,1,0,1,245,2018,9,22,1,0,0,0,107.59,0,1
9725,2,0,0,3,1,0,4,261,2018,10,13,0,0,0,0,90.95,2,0
9726,2,0,0,0,1,0,4,3,2018,6,24,1,0,0,0,0.0,0,0
9727,2,2,2,1,1,1,6,153,2018,8,20,1,0,0,0,186.3,2,1
9728,2,0,0,2,0,0,1,77,2018,3,25,0,0,0,0,53.38,1,0
9729,2,0,1,2,1,0,1,273,2018,5,13,0,0,0,0,95.0,0,1
9730,2,0,0,3,1,0,1,213,2018,6,7,0,0,0,0,130.0,0,1
9731,2,2,1,3,1,0,6,117,2018,8,11,1,0,0,0,186.3,0,1
9732,2,0,0,2,2,0,1,104,2017,10,6,0,0,0,0,114.0,1,1
9733,2,0,0,1,1,0,1,12,2018,1,12,1,0,0,0,69.6,0,0
9734,2,0,1,0,1,0,1,27,2018,1,10,1,0,0,0,89.0,1,0
9735,2,1,1,1,1,0,1,31,2018,6,20,0,0,0,0,118.5,0,0
9736,2,0,0,1,1,1,4,4,2018,11,19,4,0,0,0,0.0,1,0
9737,1,0,0,1,1,0,1,1,2018,1,5,2,1,0,4,76.0,0,0
9738,3,0,1,5,1,0,4,123,2018,9,20,1,0,0,0,162.0,0,1
9739,2,0,0,3,1,0,1,271,2018,9,21,0,0,0,0,101.33,1,1
9740,2,0,2,3,1,0,1,108,2018,5,7,1,0,0,0,74.54,0,0
9741,2,0,1,3,1,0,1,2,2018,7,7,1,0,0,0,160.0,1,0
9742,2,0,0,3,0,0,1,41,2018,3,15,1,0,0,0,71.1,1,0
9743,1,0,0,1,0,0,1,196,2018,10,1,1,0,0,0,93.6,1,1
9744,2,0,1,0,0,0,1,14,2018,6,26,1,0,0,0,89.0,0,1
9745,2,0,0,3,2,0,1,85,2017,9,30,0,0,0,0,125.0,0,0
9746,2,0,0,2,0,0,1,160,2018,8,4,1,0,0,0,94.5,0,1
9747,2,0,1,1,1,0,1,7,2018,4,23,1,0,0,0,131.0,2,0
9748,2,0,1,2,1,0,6,91,2018,5,13,1,0,0,0,198.9,0,1
9749,2,0,1,1,2,0,1,7,2017,10,5,0,0,0,0,112.2,0,0
9750,2,2,1,1,1,0,6,44,2018,2,8,1,0,0,0,173.0,0,0
9751,1,0,0,3,1,0,1,15,2018,10,4,0,0,0,0,129.0,1,0
9752,2,0,1,3,1,0,1,113,2018,4,25,1,0,0,0,100.75,1,0
9753,2,2,1,1,1,1,6,3,2017,8,10,1,0,0,0,162.0,0,0
9754,2,0,2,2,2,0,4,143,2018,7,16,1,0,0,0,115.6,0,0
9755,2,0,1,0,0,0,1,38,2018,8,21,1,0,0,0,125.1,0,1
9756,2,0,0,2,1,0,1,79,2017,11,13,0,0,0,0,75.0,0,0
9757,2,0,2,4,1,0,4,88,2018,9,4,1,0,0,0,149.4,0,1
9758,2,0,0,2,1,0,1,245,2018,6,17,0,0,0,0,75.0,0,1
9759,1,0,0,2,1,0,1,99,2018,2,19,2,0,0,0,81.0,0,0
9760,2,0,1,1,2,0,1,301,2018,7,30,0,0,0,0,115.0,1,1
9761,2,0,0,2,1,0,1,181,2018,8,30,1,0,0,0,96.3,2,1
9762,2,0,1,2,0,0,1,36,2018,10,28,1,0,0,0,109.0,1,0
9763,2,0,1,1,1,0,1,275,2018,6,4,0,0,0,0,62.8,0,1
9764,2,0,2,0,1,1,1,223,2017,10,4,1,0,0,0,89.25,2,0
9765,2,0,1,2,0,0,1,115,2018,5,9,1,0,0,0,94.5,0,1
9766,2,0,1,2,1,0,1,132,2018,10,7,0,0,0,0,89.76,0,0
9767,2,0,1,2,1,0,1,39,2017,11,27,1,0,0,0,96.3,2,0
9768,1,0,0,1,1,0,1,2,2018,1,27,4,1,0,1,0.0,0,0
9769,3,0,1,3,1,0,1,35,2018,9,5,1,0,0,0,110.16,0,0
9770,2,0,1,5,1,0,1,349,2018,10,4,0,0,0,0,123.33,0,1
9771,2,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,105.0,0,0
9772,2,0,0,4,1,0,1,176,2018,7,12,1,0,0,0,90.95,0,1
9773,2,0,0,4,0,0,1,113,2018,3,29,1,0,0,0,55.63,0,0
9774,2,0,2,5,1,0,1,224,2018,8,23,1,0,0,0,90.95,1,0
9775,1,0,1,1,1,0,1,5,2018,9,19,2,1,0,2,65.0,1,0
9776,2,0,0,2,2,0,1,257,2017,7,1,0,0,0,0,101.5,0,1
9777,2,0,0,3,2,0,1,150,2018,6,16,0,0,0,0,90.0,1,0
9778,2,0,0,1,1,0,1,43,2018,9,9,1,0,0,0,135.9,2,0
9779,1,0,0,3,0,0,1,63,2018,2,16,1,0,0,0,48.51,1,0
9780,1,0,2,2,1,0,1,115,2018,2,27,0,0,0,0,76.0,0,0
9781,2,0,2,3,0,0,1,70,2018,12,22,1,0,0,0,74.8,3,0
9782,2,1,0,1,1,0,1,7,2018,10,27,1,0,0,0,160.0,2,0
9783,2,0,0,2,1,0,1,45,2018,12,2,1,0,0,0,93.6,1,0
9784,2,0,1,1,2,0,1,88,2017,10,5,0,0,0,0,112.2,0,0
9785,1,0,0,1,1,0,1,14,2017,10,15,0,0,0,0,100.0,0,0
9786,2,0,0,1,1,0,1,105,2018,4,6,0,0,0,0,75.0,0,1
9787,3,0,1,0,1,1,4,54,2018,7,3,1,0,0,0,159.3,2,0
9788,2,1,0,3,1,0,1,100,2018,7,12,1,0,0,0,106.03,1,0
9789,2,0,1,3,1,1,1,96,2018,10,24,1,0,0,0,100.13,3,0
9790,2,2,2,0,1,0,6,14,2018,5,15,1,0,0,0,211.0,2,0
9791,1,0,0,3,1,0,1,143,2018,8,25,0,0,0,0,90.0,0,0
9792,2,0,0,2,1,0,1,24,2018,1,6,1,0,0,0,89.0,0,0
9793,2,0,1,2,1,0,1,338,2018,10,7,0,0,0,0,80.0,0,1
9794,3,0,1,2,1,0,4,22,2018,7,8,1,0,0,0,187.0,2,0
9795,2,0,0,2,1,0,1,22,2018,2,2,4,0,0,0,0.0,0,0
9796,2,0,1,0,0,0,1,49,2018,7,11,1,0,0,0,93.15,0,1
9797,3,0,0,4,1,0,4,199,2018,12,28,1,0,0,0,120.7,1,1
9798,2,0,2,4,1,0,1,132,2018,7,22,1,0,0,0,100.87,1,0
9799,2,0,2,0,1,0,4,16,2018,2,28,1,0,0,0,106.0,0,1
9800,2,0,0,2,0,0,1,14,2018,2,12,1,0,0,0,79.0,0,0
9801,1,0,1,2,1,0,1,118,2018,6,6,0,0,0,0,110.0,0,0
9802,2,0,0,3,1,0,4,35,2018,6,9,1,0,0,0,136.2,2,0
9803,2,0,0,3,0,0,1,22,2018,3,3,1,0,0,0,84.33,0,0
9804,2,0,0,3,1,1,1,65,2018,6,21,1,0,0,0,99.9,0,0
9805,1,0,0,2,1,0,1,64,2018,5,17,2,0,0,0,130.0,0,0
9806,2,0,0,1,1,0,1,43,2017,10,13,0,0,0,0,85.0,0,0
9807,2,0,2,1,2,0,1,103,2017,7,18,0,0,0,0,94.5,0,1
9808,1,0,0,3,0,0,1,41,2018,12,21,1,0,0,0,79.2,1,0
9809,2,0,0,3,0,0,1,115,2017,7,30,1,0,0,0,55.08,0,1
9810,2,0,0,3,1,0,1,271,2018,9,21,0,0,0,0,101.33,1,1
9811,2,1,0,2,1,0,4,74,2018,12,29,1,0,0,0,117.73,1,0
9812,2,0,1,2,1,0,1,302,2018,9,16,0,0,0,0,100.0,0,1
9813,1,0,2,1,1,0,1,93,2018,10,15,0,0,0,0,115.0,0,1
9814,2,2,0,2,1,0,6,0,2018,7,20,1,0,0,0,206.0,0,1
9815,2,0,2,2,1,0,1,74,2018,4,1,1,0,0,0,59.37,0,0
9816,2,0,0,3,0,0,1,20,2018,9,22,1,0,0,0,134.1,1,0
9817,2,0,2,1,1,0,1,166,2018,8,27,1,0,0,0,96.3,0,1
9818,2,0,1,1,1,0,1,80,2018,12,5,0,0,0,0,75.0,1,0
9819,2,0,1,1,0,0,1,32,2018,2,6,1,0,0,0,67.5,1,1
9820,2,0,1,0,1,0,1,19,2018,9,19,0,0,0,0,118.15,0,1
9821,2,0,2,2,1,0,1,179,2018,9,30,1,0,0,0,113.4,0,1
9822,2,0,0,2,0,0,1,6,2018,2,5,1,0,0,0,81.0,0,0
9823,3,0,1,1,1,0,4,35,2018,4,18,1,0,0,0,128.7,2,0
9824,2,0,2,1,1,0,1,99,2018,10,16,1,0,0,0,118.8,1,1
9825,2,0,0,3,1,0,1,73,2017,11,24,0,0,0,0,85.67,0,0
9826,2,0,1,2,2,0,1,161,2018,3,25,0,0,0,0,130.0,0,1
9827,2,0,0,3,1,0,1,42,2018,11,23,1,0,0,0,78.3,2,0
9828,1,0,1,0,1,0,1,4,2017,10,12,2,1,0,1,65.0,1,0
9829,1,0,0,1,0,0,1,2,2018,4,16,1,0,0,0,89.0,1,0
9830,1,0,0,1,1,0,1,15,2018,2,19,2,0,0,0,81.0,0,0
9831,2,0,2,8,1,0,1,61,2017,7,8,1,0,0,0,68.85,0,1
9832,1,0,0,2,1,0,1,188,2018,6,15,0,0,0,0,130.0,0,1
9833,2,0,1,2,1,0,1,91,2018,9,19,0,0,0,0,80.75,0,0
9834,2,0,2,1,0,0,1,4,2017,8,8,1,0,0,0,80.0,1,0
9835,1,0,0,3,2,0,1,1,2018,9,29,2,0,0,0,118.0,0,0
9836,2,0,2,2,0,0,1,102,2018,10,30,1,0,0,0,79.65,0,1
9837,2,0,0,2,1,0,1,110,2018,4,20,1,0,0,0,72.8,0,0
9838,2,0,0,3,1,0,1,44,2018,2,17,0,0,0,0,75.0,0,0
9839,2,2,1,1,1,0,7,50,2018,7,4,1,0,0,0,260.9,0,1
9840,2,0,2,5,1,0,1,83,2018,3,18,1,0,0,0,76.38,0,1
9841,1,0,0,2,1,0,1,188,2018,6,15,0,0,0,0,130.0,0,1
9842,2,0,2,1,1,0,1,12,2017,8,29,1,0,0,0,105.0,1,0
9843,2,0,1,4,1,0,1,181,2018,8,3,1,0,0,0,108.45,1,1
9844,2,0,2,1,1,0,1,282,2018,11,12,0,0,0,0,77.0,0,0
9845,1,0,0,2,1,0,1,181,2018,10,11,0,0,0,0,120.0,0,1
9846,1,0,0,2,1,0,1,188,2018,6,15,0,0,0,0,130.0,0,1
9847,1,0,0,1,1,0,1,1,2017,10,13,4,0,0,0,0.0,1,0
9848,3,0,0,3,1,0,4,142,2018,8,11,1,0,0,0,146.7,0,1
9849,2,0,1,1,1,0,7,3,2017,10,12,4,1,0,3,0.0,0,0
9850,1,0,0,3,1,0,1,151,2018,1,19,0,0,0,0,71.0,0,0
9851,2,0,2,1,2,0,1,110,2017,7,25,0,0,0,0,94.5,0,1
9852,2,0,1,0,1,0,1,258,2018,10,16,0,0,0,0,110.0,0,1
9853,2,0,0,1,0,0,1,95,2018,4,14,1,0,0,0,65.83,1,0
9854,2,0,0,1,1,0,1,51,2018,10,6,1,0,0,0,95.04,0,1
9855,2,0,1,0,1,0,1,286,2018,10,16,0,0,0,0,90.0,0,1
9856,2,0,1,1,1,0,1,12,2017,12,5,0,0,0,0,55.0,1,0
9857,2,0,2,3,1,0,1,55,2018,11,24,1,0,0,0,68.07,1,0
9858,2,0,0,1,0,0,1,1,2018,2,9,1,0,0,0,81.0,1,1
9859,2,0,0,3,1,0,1,2,2017,12,9,0,0,0,0,58.0,0,0
9860,2,0,0,1,0,0,1,11,2018,1,28,1,0,0,0,62.83,1,0
9861,2,0,2,2,1,0,1,30,2018,3,11,0,0,0,0,85.0,1,0
9862,2,0,0,3,1,0,1,213,2018,6,7,0,0,0,0,130.0,0,1
9863,2,0,2,1,1,0,1,5,2018,10,29,1,0,0,0,146.67,0,0
9864,2,2,0,4,1,0,6,0,2017,9,8,1,0,0,0,195.0,1,0
9865,2,0,0,0,2,0,4,0,2017,10,15,1,0,0,0,0.0,0,0
9866,2,0,1,0,1,0,5,151,2018,6,27,0,0,0,0,200.0,0,1
9867,2,0,2,6,1,0,1,99,2018,4,27,0,0,0,0,80.75,1,0
9868,2,0,2,2,1,0,4,172,2018,10,28,1,0,0,0,104.4,0,1
9869,2,0,0,1,2,0,1,219,2017,9,4,0,0,0,0,108.0,0,1
9870,3,0,0,3,1,0,4,49,2018,11,16,1,0,0,0,126.0,2,0
9871,2,0,1,2,1,0,2,11,2017,12,25,1,0,0,0,80.41,0,0
9872,2,0,0,5,1,0,1,5,2018,3,22,1,0,0,0,129.0,0,1
9873,2,0,1,1,0,0,1,134,2018,5,30,1,0,0,0,94.5,0,0
9874,2,0,0,2,1,0,2,23,2017,12,16,1,0,0,0,81.75,1,0
9875,1,0,0,2,1,0,1,188,2018,6,15,0,0,0,0,130.0,0,1
9876,1,0,0,1,1,0,1,6,2018,7,5,0,0,0,0,114.4,0,0
9877,1,0,0,3,1,0,1,166,2018,11,1,0,0,0,0,110.0,0,1
9878,3,0,0,1,1,0,4,50,2018,8,20,1,0,0,0,177.3,2,0
9879,2,1,1,3,1,0,1,57,2018,8,15,1,0,0,0,152.1,0,0
9880,2,0,2,1,0,0,1,55,2018,5,21,1,0,0,0,116.1,0,1
9881,2,0,0,2,1,0,1,6,2017,10,6,1,0,0,0,145.0,2,0
9882,2,1,2,1,1,0,1,6,2018,12,18,1,0,0,0,116.0,2,0
9883,2,0,1,2,1,0,1,80,2018,3,7,1,0,0,0,78.3,1,1
9884,2,0,0,4,0,0,1,33,2018,3,2,1,0,0,0,73.1,0,1
9885,2,0,2,3,1,0,1,48,2018,11,6,0,0,0,0,75.0,0,0
9886,1,0,0,2,1,0,1,192,2018,6,24,0,0,0,0,95.0,0,0
9887,1,0,0,1,1,0,1,1,2018,1,23,1,0,0,0,85.0,0,0
9888,2,0,2,3,1,0,1,212,2018,5,20,0,0,0,0,78.0,0,0
9889,2,0,0,2,1,0,4,79,2018,5,13,1,0,0,0,159.3,1,1
9890,2,0,1,5,1,0,1,20,2018,1,4,0,0,0,0,48.33,0,0
9891,2,0,0,1,2,0,1,83,2017,9,30,0,0,0,0,112.2,0,0
9892,1,0,2,1,1,0,1,116,2018,2,28,0,0,0,0,61.0,0,1
9893,2,0,2,2,0,0,1,128,2018,6,26,1,0,0,0,80.75,1,0
9894,2,0,0,3,2,0,1,1,2018,9,29,2,0,0,0,146.0,0,0
9895,2,0,0,1,0,0,1,21,2018,9,7,1,0,0,0,118.0,1,0
9896,2,0,0,4,1,0,1,88,2018,4,27,1,0,0,0,105.4,3,0
9897,2,0,1,1,0,0,1,3,2018,8,1,1,0,0,0,109.0,1,0
9898,2,0,2,3,1,0,1,192,2017,9,25,0,0,0,0,102.0,0,1
9899,2,1,1,3,1,0,1,207,2018,8,29,1,0,0,0,123.25,1,1
9900,1,0,1,0,1,0,1,12,2018,6,20,2,1,0,7,65.0,1,0
9901,2,0,0,3,1,0,1,45,2017,10,22,1,0,0,0,94.5,2,0
9902,1,0,0,1,0,0,1,36,2018,10,13,1,0,0,0,102.6,0,1
9903,1,0,0,4,1,0,1,259,2018,12,7,1,0,0,0,73.95,1,0
9904,3,0,0,1,1,0,4,102,2018,12,6,1,0,0,0,126.0,0,0
